LE_662d4b93bb1686114ec04012bab088b8	Loci	Slm	None	AUTOMATIC	['Slovene G2P']
LE_4373691b0d271c58782d1b98ac5a2308	razoroževalno	Rs	None	AUTOMATIC	['Slovene G2P']
LE_5d736819361f0574a62401dcd1c38b08	multimilijarder	Som	None	AUTOMATIC	['Slovene G2P']
LE_3cd0d4180eec623775adbd4fe9c619bc	Koprsko	Sls	None	AUTOMATIC	['Slovene G2P']
LE_4ea964d9cf80d4056fd1785a412b52b2	Kenzabur	Slm	None	AUTOMATIC	['Slovene G2P']
LE_e2a34d56c98c656563062ba4ff93eaf5	Đurkić	Slm	None	AUTOMATIC	['Slovene G2P']
LE_8c38b9caec9fe6b7c7eff78abf548550	Hrustel	Slm	None	AUTOMATIC	['Slovene G2P']
LE_07bfce87c39794d5bbe1debfc948f41d	Preidler	Slm	None	AUTOMATIC	['Slovene G2P']
LE_970d89421d4c415747d4c1c02007d597	slogaštvo	Sos	None	AUTOMATIC	['Slovene G2P']
LE_f98b815d7bf8f195d0476e07d0334343	Šoberl	Slm	None	AUTOMATIC	['Slovene G2P']
LE_cbbe25a1836bb42c0d6cdbb0a7311d47	Animacel	Slm	None	AUTOMATIC	['Slovene G2P']
LE_4b6cfdd8990af0335ffbce66f085ca16	Sanberg	Slm	None	AUTOMATIC	['Slovene G2P']
LE_ecc2a5601a730859398726376f9eb8ba	brezbrižje	Sos	None	AUTOMATIC	['Slovene G2P']
LE_e8c12843166fb5d39805a9f78948e5b9	Agostini	Slz	None	AUTOMATIC	['Slovene G2P']
LE_64fcd3ef361aadd25eba15f1a6850a4a	metafizičnost	Soz	None	AUTOMATIC	['Slovene G2P']
LE_3e51aa083ad2b73123c8668c4da26c2e	Fem	Slm	None	AUTOMATIC	['Slovene G2P']
LE_2b19b742b1029ac4ce62938c51599955	Rabiega	Slm	None	AUTOMATIC	['Slovene G2P']
LE_88df1dc86d2c1860f17fb5d84e859870	Šapjane	Slm	None	AUTOMATIC	['Slovene G2P']
LE_09a6b931b8d13fdcaffba7d74102eb8d	Nevenki	Slm	None	AUTOMATIC	['Slovene G2P']
LE_b3825bc0a6ee6779cee62f944bdcf21b	Giru	Slm	None	AUTOMATIC	['Slovene G2P']
LE_7a26ed1bf700b7d3d7d580b82953497e	Bibiano	Slm	None	AUTOMATIC	['Slovene G2P']
LE_3cd33b6dd8bf3235b249efdf296dab54	Bundesligo	Slm	None	AUTOMATIC	['Slovene G2P']
